Jessica	xnr
要	vu
佢哋	r
自己	r
識	v
諗	v
先	d
得	vu
𠿪	y
。	w

唔係	v
𠸏	y
，	w
佢	r
-	w
其實	d
如果	c
佢哋	r
自己	r
賺	v
得	u
到	u
錢	n
呢	y1
，	w
即係	c
唔係	v
攞	v
屋企	n
嘅	u
錢	n
亂	a
咁	d
花	v
呢	y1
，	w
買	v
名牌	an
其實	d
係	v
冇	v1
問題	n
嘅	y
我	r
覺得	v
，	w
即係	c
如果	c
你	r
可以	vu
負擔	v
得	u
起	u
呢	y1
，	w
噉	c
係	v
，	w
買	v
名牌	an
哩樣	r
嘢	n
係	v
冇	v1
乜嘢	r
問題	n
嘅	y
。	w

我	r
覺得	v
最	d
，	w
倒頭來	d
最	d
辛苦	a
嗰個	r
咪	v
父母	n
，	w
下下	q
俾	v
錢	n
佢	r
，	w
儲	v
來	vk
賺	v
埋	u
賺	v
埋	u
啲	q
錢	n
，	w
跟住	c
俾	v
佢	r
買	v
個	q
噉	r
嘅	u
袋	n
。	w

噉	c
𠻺	y1
，	w
冇	v1
辦法	n
即係	c
而家	t
-	w
即係	c
大家	r
嘅	u
心態	n
就算	c
我	r
都	d
係	v
。	w
噉	c
人人	n
都	d
有	v1
嘅	u
嘢	n
，	w
自己	r
都	d
想	v
有	v1
喇	y
，	w
係	v
唔係	v
？	w

噉	c
但係	c
你	r
會	vu
唔	d
會	vu
過份	a
吖	y
？	w
你	r
會	vu
唔	d
會	vu
因為	c
冇	v1
錢	n
買	v
乜嘢	r
，	w
而	c
去	v
賣淫	v
、	w
去	v
-	w
去	v
卡拉OK	n
度	f
伴唱	v
、	w
去	v
做	v
鴨	n
吖	y
？	w
你	r
會	vu
-	w
你	r
會	vu
唔	d
會	vu
賣	v
翻版	n
CD	xn
啊	y
？	w

哦	e
！	w
嗱	e
！	w
哩	r
-	w
哩	r
一	m
個	q
，	w
哩	r
一	m
個	q
就	d
係	v
囖	y
。	w
嗱	e
，	w
哩	r
一	m
個	q
就	d
係	v
每	r
一	m
個	q
人	n
嘅	u
睇法	n
唔同	d
。	w
即係	c
我	r
覺得	v
你	r
做	v
鴨	n
嗰啲	r
呢	y1
，	w
即係	c
其實	d
都	d
幾	d
唔	d
啱	a
𠸏	y
，	w
即係	c
你	r
-	w
即係	c
你	r
首先	d
過	v
唔	d
過	v
到	u
自己	r
嗰	r
關	v
吖	y
？	w
同埋	c
真係	d
哩樣	r
-	w
哩樣	r
嘢	n
對	p
人哋	r
又	d
唔係	v
咁	d
好	a
，	w
對	p
自己	r
又	d
唔	d
好	a
。	w
噉	c
好多	m
其實	d
我	r
覺得	v
做	v
鴨	n
嗰啲	r
唔係	v
話	v
真係	d
買	v
-	w
為咗	p
買	v
個	q
袋	n
𠸏	y1
，	w
通常	d
係	v
爭	v
人哋	r
數	n
啊	y1
，	w
或者	c
其他	r
原因	n
，	w
即係	c
被迫	v
嘅	y
。	w
而家	t
邊	r
有	v1
啲	q
做	v
哩啲	r
嘢	n
係	v
唔係	v
被迫	v
吖	y
，	w
係	v
唔係	v
？	w

噉	c
𠻺	d
係	v
。	w

唔係	v
，	w
有	v1
啲	m
人	n
真係	d
為咗	p
名利	n
。	w

噉	c
我	r
又	d
信	v
（	w
）	w
。	w
噉	c
𠻺	d
唔	d
需要	vu
做	v
鴨	n
喇	y
。	w
你	r
自己	r
揾	v
…	w

為	p
興趣	n
，	w
會	vu
唔	d
會	vu
興趣	n
吖	y
？	w

你	r
自己	r
去	v
鴨店	n
，	w
揾	v
鴨	n
喇	y
。	w

但係	c
一定	d
唔	d
會	vu
為	p
興趣	n
做	v
鴨	n
喇	y
，	w
係	v
唔係	v
先	d
？	w

噉	c
𠻺	d
係	v
。	w

噉	c
咪	d
係	v
囖	y
，	w
做	v
…	w

為	v
錢	n
囖	y
。	w

係	v
嚹	y
，	w
係	v
嚹	y
。	w

為	p
自己	r
舒服	a
囖	y
住	v
得	u
。	w

係	v
喇	y
，	w
係	v
喇	y
。	w

着	v
又	d
着	v
得	u
靚	a
噉	c
囖	y
。	w

噉	c
係	v
囖	y
。	w

而家	t
邊	r
有	v1
迫良為娼	i
𡃉	y
？	w
唔係	v
一定	d
下下	q
爭	v
錢	n
喎	y
我	r
覺得	v
。	w
有	v1
啲	m
人	n
真係	d
純粹	d
為	v
錢	n
。	w
啊	e
！	w
早排	t
呢	y1
，	w
咪	d
《	w
城市追擊	nz
》	w
嗰度	r
咪	d
有	v1
個	q
大陸	ns
嗰個	r
人	n
，	w
嗰個	r
人	n
落來	v
呢	y1
，	w
寫	v
信	n
去	v
啲	q
有錢佬	n
度	f
啊	y1
，	w
有冇	v1
睇	v
啊	y
？	w
寫	v
信	n
去	v
有錢佬	n
度	f
呢	y1
話	v
想	vu
即係	c
願意	vu
做	v
-	w
陪	v
佢	r
，	w
即係	c
做	v
嗰啲	r
情婦	n
嗰啲	r
噉樣	c
啊	y
。	w
自薦	n
𠻹	y
啊	y
重	d
，	w
但係	c
有錢佬	n
都	d
冇	v1
理	v
佢	r
吖	y
嗎	y
。	w
佢	r
嗰啲	r
都	d
係	v
呃	y
。	w
佢	r
目的	n
係	v
乜嘢	r
啊	y
？	w
賺錢	v
，	w
賺	v
咗	u
啲	q
錢	n
來	v
，	w
佢	r
做	v
-	w
佢	r
𠻺	d
話	v
自己	r
係	v
為咗	p
理想	n
開	v
間	q
舖頭	n
嗰啲	r
噉	r
嘅	u
嘢	n
吖	y
嗎	y
，	w
噉	c
即係	c
哩啲	r
-	w
其實	d
根本	d
就	d
係	v
已經	d
係	v
自願	v
囖	y
啲	q
人	n
，	w
而家	t
再	d
冇	v1
話	v
下下	q
-	w
即係	c
迫	v
得	u
咁	d
犀利	a
話	v
爭	v
人	n
錢	n
啊	y1
嗰啲	r
噉	r
嘅	u
嘢	n
囖	y
。	w

係	v
囖	y
，	w
噉	c
其實	d
關	v
唔	d
關	v
佢	r
冇	v1
乜	r
即係	c
佢	r
嗰	r
-	w
喺	p
佢	r
自己	r
住	v
嘅	u
地方	n
冇	v1
乜	r
發展	vn
嘅	u
機會	n
，	w
所以	c
做	v
啲	m
唔	d
正當	a
嘅	u
嘢	n
？	w

噉	c
其實	d
…	w

噉	c
嗰個	r
人	n
其實	d
如果	c
唔係	v
咁	d
貪心	a
，	w
唔係	v
要求	v
-	w
即係	c
對	p
生活	v
要求	v
-	w
要求	v
咁	d
高	a
嘅話	c
，	w
噉	c
其實	d
佢	r
冇	v1
乜嘢	r
噉	r
嘅	u
必要	a
吖	y
。	w
點解	r
一定	d
要	vu
開	v
舖頭	n
啫	y
？	w
開	v
唔	d
到	u
舖頭	n
做	v
唔	d
成	u
人	n
咩	y
？	w

唔係	v
，	w
不過	c
人	n
嘅	u
本性	n
，	w
就	d
梗係	d
想	v
一	m
日	q
比	v
一	m
日	q
好	a
𠸏	y
，	w

噉	c
人哋	r
…	w

哩樣	r
嘢	n
都	d
可以	vu
理解	v
𠸏	y
。	w

人哋	r
要	vu
係	v
噉	r
，	w
唔	d
代表	v
你	r
自己	r
要	vu
係	v
噉	r
𠸏	y
。	w

喀	e
喀	e
。	w

噉	c
就	d
係	v
講	v
返	u
哩個	r
翻版	n
CD	xn
個	q
問題	n
嚹	y
，	w
就	d
係	v
-	w
就	d
係	v
個個	q
年青人	n
佢哋	r
都	d
有	v1
佢哋	r
自己	r
使	v
錢	n
嘅	u
方法	n
喇	y
，	w
噉	c
有	v1
啲	m
冇	v1
辦法	n
嘅	u
時候	n
，	w
有	v1
啲	m
出來	v
真係	d
可能	vu
做	v
麥當勞	nt
幾	m
蚊	q
一	m
個	q
鐘	n
，	w
可能	vu
捱	v
-	w
捱	v
成	m
個	q
月	n
先	d
買	v
個	q
袋	n
喇	y
，	w
噉	c
但係	c
佢哋	r
唔	d
識	v
諗	v
即係	c
犯	g1
唔	d
犯法	v
，	w
因為	c
拉	v
咗	u
佢	r
唔	d
會	vu
坐監	v
吖	y
嗎	y
，	w
即係	c
最多	d
咪	d
打電話	v
去	v
佢	r
屋企	n
同	p
佢	r
父母	n
講	v
。	w
噉	c
其實	d
如果	c
對於	p
佢哋	r
來	v
講	v
呢	y1
，	w
賣	v
CD	xn
呢	y1
佢哋	r
唔	d
會	vu
覺得	v
係	v
做	v
𡁵	u
啲	q
犯法	v
嘅	u
嘢	n
𡃉	y
。	w

噉	c
係	v
唔係	v
應該	vu
要	vu
，	w
誒	e
，	w
整	v
一啲	m
懲罰	v
下	u
佢	r
，	w
等	v
佢哋	r
驚	v
下	u
先	d
，	w
等	v
佢哋	r
唔	d
賣	v
？	w

係	v
啊	y
！	w

其實	d
哩個	r
時候	n
，	w
佢哋	r
最	d
重要	a
根本	d
就	d
係	v
讀書	v
吖	y
嗎	y
，	w
唔係	v
話	v
咁	d
快	a
出來	v
揾	v
錢	n
，	w
咁	d
細個	a
出來	v
揾	v
錢	n
，	w
咁	d
快	a
買	v
名牌	an
嗰啲	r
嘢	n
，	w
噉	c
咪	d
等	v
佢	r
讀	v
多	a
啲	u
書	n
，	w
賺	v
多	a
啲	u
，	w
第時	t
大個	a
賺	v
多	a
啲	u
錢	n
先	d
買	v
名牌	an
都	d
未	d
遲	a
吖	y
，	w
咁	d
早	a
𠻺	d
諗	v
哩啲	r
嘢	n
。	w

係	v
呃	y
，	w
同埋	c
咁	d
細個	a
就	d
買	v
啲	q
咁	d
貴	a
嘅	u
嘢	n
，	w
到	d
你	r
大個	a
嗰時	r
，	w
噉	c
你	r
要求	v
又	d
高	a
咗	u
，	w
噉	c
買	v
乜嘢	r
啊	y
？	w
而家	t
已經	d
買	v
哩啲	r
幾	m
千	m
蚊	q
，	w
噉	c
第時	t
要	vu
買	v
幾	m
萬	m
蚊	q
，	w
十	m
幾	m
萬	m
𡃉	y
喇	y
，	w
即係	c
咁	d
細個	a
就	d
要求	v
咁	d
高	a
，	w
通常	d
都	d
係	v
自己	r
-	w
通常	d
我哋	r
以前	t
就	d
係	v
細細個	a
讀	v
完	u
書	n
，	w
跟住	c
做嘢	v
，	w
跟住	c
就	d
…	w

有	v1
咁	d
多	a
錢	n
就	d
使	v
咁	d
多	a
，	w
唔	d
會	vu
話	v
再	d
要求	v
-	w
要求	v
使	v
得	u
更	d
-	w
要	vu
更加	d
比	v
自己	r
唔	d
夠	v
錢	n
，	w
又	d
要	vu
更加	d
靚	a
嘅	u
嘢	n
吖	y
嗎	y
。	w

誒	e
，	w
唔係	v
，	w
佢哋	r
哩個	r
諗法	n
其實	d
都	d
唔係	v
話	v
唔	d
啱	a
𠸏	y
，	w
不過	c
，	w
但係	c
唔係	v
咁	d
正確	a
噉	c
囖	y
。	w
即係	c
佢哋	r
想	vu
揾	v
多	a
啲	u
錢	n
係	v
啱	a
嘅	y
其實	d
，	w
即係	c
每	d
一	m
個	q
人	n
都	d
可能	vu
，	w
誒	e
，	w
想	vu
做	v
到	d
自己	r
最	d
好	a
，	w
佢	r
想	vu
要	v
多	a
啲	u
錢	n
，	w
或者	c
想	vu
要	v
哩樣	r
，	w
要	v
嗰樣	r
，	w
佢	r
哩個	r
諗法	n
冇	v1
錯	a
，	w
不過	c
做	v
嘅	u
做事	v
嘅	u
手法	n
錯	a
咗	u
，	w
譬如	v
佢	r
可以	vu
真係	d
去	v
做	v
part-time	xn
啊	y1
，	w
或者	c
做	v
其他	r
嘢	n
啊	y
。	w

噉	c
佢	r
咪	d
唔使	vu
讀書	v
囖	y
？	w
攞	v
晒	u
啲	q
時間	n
來	v
做	v
part-time	xn
。	w

係	v
呃	y
，	w
而且	c
佢	r
…	w

佢	r
有	v1
哩個	r
諗法	n
，	w
其實	d
對	p
佢	r
將來	n
都	d
唔係	v
咁	d
好	a
𡃉	y
喎	y
，	w
將	d
佢	r
-	w
對	p
佢	r
將來	t
前途	n
。	w

唔係	v
，	w
讀書	v
哩個	r
問題	n
我	r
都	d
覺得	v
迫	v
唔	d
來	v
𠸏	y
，	w
即係	c
，	w
我	r
自己	r
都	d
有	v1
哩個	r
經驗	n
。	w

我	r
知	v
，	w
雖然	c
我哋	r
個個	q
都	d
讀	v
過	u
書	n
。	w

亦都	d
唔	d
可以	vu
用	v
，	w
即係	c
讀書	v
嗰個	r
讀書	v
嘅	u
成績	n
來	v
定	v
佢	r
嘅	u
成就	n
。	w
有	v1
啲	m
人	n
真係	d
可能	vu
中	jn
-	w
中	jn
一	m
開始	v
真係	d
唔	d
鍾意	v
讀書	v
。	w
你	r
逼	v
佢	r
夾硬	d
讀	v
埋	u
中	jn
三	m
呢	y1
，	w
但係	c
佢	r
過	v
多	a
幾	m
年	q
真係	d
，	w
即係	c
讀書	v
都	d
要	vu
講	v
啲	m
天份	n
	y
嗎	y
，	w
同埋	c
自己	r
肯	vu
唔	d
肯	vu
去	v
讀	v
	y
嗎	y
。	w

如果	c
…	w

噉	c
但係	c
學業	n
都	d
有	v1
啲	m
基礎	n
會	vu
好	a
啲	u
吖	y
嗎	y
，	w
起碼	d
有	v1
啲	m
知識	n
吖	y
嗎	y
。	w

係	v
呃	y
，	w
如果	c
係	v
噉	r
啲	q
風氣	n
就	d
乜嘢	r
…	w

噉	c
如果	c
係	v
噉	r
，	w
佢	r
第時	t
大個	a
冇	v1
-	w
冇	v1
-	w
冇	v1
哩個	r
學業	n
根底	n
啊	y1
，	w
做嘢	v
…	w
成世	d
賣	v
CD	xn
咩	y
？	w
到	v
到	u
佢	r
大個	a
又	d
係	v
賣	v
CD	xn
啊	y
？	w
噉	c
哩啲	r
嘢	n
-	w
做	v
其他	r
嘢	n
-	w
你	r
變	v
咗	u
想	vu
做	v
第二	r
啲	q
嘢	n
，	w
做	v
得	u
舒舒服服	z
嘅	u
工	n
都	d
唔	d
得	vu
喇	y
。	w
其實	d
應該	vu
培養	v
返	u
佢哋	r
應該	vu
要	vu
去	vk
讀書	v
，	w
唔好	vu
下下	q
話	v
為咗	p
-	w
為咗	p
靚	a
個	q
袋	n
噉樣	c
來	v
-	w
去	v
-	w
走去	v
做	v
賣	v
CD	xn
嗰啲	r
嘢	n
啊	y
，	w
噉	c
囖	y
。	w

係	v
呃	y
，	w
而且	c
而家	t
就	d
話	v
賣	v
CD	xn
啫	y
，	w
噉	c
如果	c
遲啲	t
有	v1
啲	m
-	w
即係	c
更加	d
大鑊	n
嘅	u
嘢	n
，	w
噉	c
唔通	d
即係	c
佢	r
又	d
係	v
為咗	p
錢	n
，	w
哩樣	r
嘢	n
而	c
去	v
做	v
咩	y
？	w

噉	c
你	r
會	vu
唔	d
會	vu
覺得	v
如果	c
即係	c
禁	v
-	w
禁	v
CD	xn
，	w
翻版	n
嘅	u
CD	xn
，	w
禁	v
得	u
太過	d
犀利	a
嘅	u
時候	n
呢	y1
，	w
即係	c
佢哋	r
而家	t
即係	c
哩	r
一	m
班	q
人	n
都	d
叫做	v
揾	v
-	w
揾	v
到	u
啲	m
錢	n
𡃉	y
喇	y
，	w
當時	t
即係	c
一路	d
以來	d
，	w
噉	c
會	vu
唔	d
會	vu
禁	v
咗	u
哩樣	r
嘢	n
，	w
到	d
佢哋	r
完全	d
揾	v
唔	d
到	u
錢	n
嘅	u
時候	n
，	w
佢哋	r
即係	c
重	d
係	v
需要	vu
好似	v
以前	t
咁	d
揮霍	v
嘅	u
時候	n
，	w
會	vu
唔	d
會	vu
即係	c
，	w
誒	e
，	w
做	v
其他	r
更加	d
壞	a
嘅	u
嘢	n
。	w

做	v
其他	r
壞	a
嘢	n
。	w

我	r
覺得	v
就	d
會	vu
嚹	y
。	w

例如	v
賣	v
白粉	n
嗰啲	r
噉樣	c
。	w

噉	c
哩樣	r
嘢	n
都	d
…	w

我	r
問	v
你	r
吖	y
，	w
你	r
啊	y1
當	d
你	r
突然間	d
有	v1
一排	t
使	v
開	u
錢	n
啊	y1
，	w
即係	c
每日	t
使	v
開	u
幾	m
百	m
蚊	q
嘅	y1
，	w
成	m
千	m
蚊	q
嘅	y1
，	w
你	r
可	g1
唔	d
可以	vu
突然間	d
冇	v1
錢	n
，	w
一	m
日	q
要	vu
使	v
返	u
十	m
蚊	q
吖	y
？	w
有冇	v1
可能	n
吖	y
？	w

係	v
囖	y
。	w
我	r
就	d
覺得	v
哩	r
-	w
哩樣	r
嘢	n
係	v
唔	d
得	vu
𡃉	y
喎	y
。	w

我	r
就	d
覺得	v
冇	v1
嚹	y
。	w

即係	c
呢	y1
，	w
哩	r
-	w
哩	r
-	w
哩樣	r
嘢	n
係	v
唔	d
得	vu
𡃉	y
喎	y
。	w
噉	c
但係	c
噉	c
你	r
禁	v
CD	xn
之前	t
使	vu
唔	d
使	vu
做	v
一啲	m
嘢	n
去	v
-	w
即係	c
，	w
誒	e
，	w
等	v
哩	r
一	m
班	q
人	n
唔	d
會	vu
真係	d
冇	v1
CD	xn
賣	v
，	w
就	d
走去	v
賣	v
其他	r
犯法	v
嘅	u
嘢	n
。	w

噉	c
你	r
諗	v
例如	v
乜嘢	r
吖	y
？	w

噉	c
例如	v
乜嘢	r
吖	y
？	w

係	v
呃	y
，	w
你	r
有	v1
乜嘢	r
好	a
提議	vn
吖	y
？	w
我	r
真係	d
諗	v
唔	d
到	u
嚹	y
。	w

我	r
…	w

唔係	v
，	w
其實	d
我	r
唔係	v
咁	d
反對	v
即係	c
佢哋	r
賣	v
CD	xn
𠸏	y
，	w
即係	c
因為	c
佢哋	r
雖然	c
哩樣	r
嘢	n
係	v
犯法	v
，	w
但係	c
你哋	r
諗	v
真	a
啲	u
，	w
哩樣	r
對於	p
其他	r
人	n
啊	y1
，	w
即係	c
造成	v
一	m
個	q
方便	an
啫	y
嗎	y
我	r
覺得	v
。	w
即係	c
最	d
大	a
嘅	u
損失	v
只係	d
唱歌	v
啊	y1
，	w
同埋	c
嗰啲	r
歌星	n
。	w

因為	c
其實	d
…	w

喂	e
！	w
噉	c
嗰個	r
人	n
已經	d
係	v
損失	v
咗	u
個	y
𡃉	y
喎	y
，	w
嗰	r
班	q
人	n
已經	d
係	v
損失	v
咗	u
𡃉	y
嚹	y
喎	y
。	w

係	v
嘞	y
。	w

你	r
係	v
傷害	v
咗	u
佢哋	r
𡃉	y
嚹	y
喎	y
。	w

但係	c
我	r
…	w

冇錯	v
吖	y
，	w
但係	c
噉	c
你	r
覺得	v
佢	r
-	w
即係	c
-	w
點解	r
會	vu
咁	d
多	a
人	n
買	v
翻版	n
CD	xn
，	w
係	v
唔係	v
即係	c
啲	q
歌星	n
啊	y1
，	w
同埋	c
嗰啲	r
出版商	n
都	d
要	vu
負	v
少少	m
責任	n
吖	y
？	w
係	v
唔係	v
佢	r
啲	q
CD	xn
真係	d
太	d
貴	a
？	w
人哋	r
三十	m
蚊	q
已經	d
可以	vu
又	d
-	w
即係	c
賺	v
到	u
咁	d
多	a
嘞	y
，	w
你	r
會	vu
唔	d
會	vu
話	v
-	w
會	vu
唔	d
會	vu
話	v
一百	m
蚊	q
一	m
隻	q
，	w
會	vu
唔	d
會	vu
話	v
即係	c
食水	v
太	d
深	a
啊	y
？	w

但	c
原本	d
哩個	r
已經	d
係	v
一	m
個	q
價值	n
𡃉	y
喇	y
，	w
未	d
賣	v
翻版	n
CD	xn
之前	t
啊	y1
，	w
未	d
有	v1
三十	m
蚊	q
嘅	u
CD	xn
-	w
即係	c
出現	v
之前	t
啊	y1
，	w
你	r
會	vu
唔	d
會	vu
噉	r
諗	v
吖	y
？	w

三十	m
蚊	q
一	m
隻	q
可以	vu
接受	v
，	w
我	r
覺得	v
一百	m
蚊	q
一	m
隻	q
…	w

唔係	v
啊	y
，	w
當	d
你	r
未	d
-	w
即係	c
你	r
未	d
知道	v
原來	d
CD	xn
可以	vu
賣	v
三十	m
蚊	q
嗰時	r
，	w
你	r
覺	g1
唔	d
覺得	v
一百	m
蚊	q
係	v
貴	a
吖	y
？	w

我	r
都	d
覺得	v
好	d
貴	a
。	w

噉	c
但係	c
冇	v1
辦法	n
𡃉	y
。	w

不過	c
，	w
而家	t
都	d
減	v
咗	u
價	n
喇	y
。	w
而家	t
都	d
為咗	p
因為	c
噉樣	r
開始	v
減價	v
來	v
去	v
吸引	v
返	u
嗰啲	r
人	n
去	v
買	v
返	u
正版	n
CD	xn
喇	y
。	w

係	v
喇	y
。	w
我	r
覺得	v
係	v
吖	y
，	w
係	v
吖	y
。	w

梁	nr
漢文	nr
嗰	r
隻	q
都	d
平	a
咗	u
好多	m
喇	y
。	w

係	v
哩個	r
方法	n
係	v
啱	a
𠸏	y
其實	d
。	w

噉	c
但係	c
問題	n
佢	r
原本	d
嗰	r
隻	q
CD	xn
就	d
有	v1
噉	r
嘅	u
價值	n
吖	y
嗎	y
，	w
噉	c
你	r
譬如	v
話	v
一	m
個	q
煲袋	n
，	w
噉	c
佢	r
夠	v
話	v
唔	d
-	w
即係	c
佢	r
夠	v
唔	d
值	v
三千	m
蚊	q
咯	y
，	w
噉	c
你	r
覺得	v
貴	a
你	r
咪	d
唔	d
買	v
囖	y
。	w

噉	c
你	r
唔	d
買	v
可以	vu
買	v
啲	q
平	a
啲	u
嘅	u
煲袋	n
	y
嗎	y
，	w

噉	c
冇	v1
理由	n
…	w

翻版	n
噉	c
咪	d
平	a
啲	u
囖	y
，	w
就	d
係	v
噉	c
嘅	u
原因	n
喇	y
。	w

哦	e
！	w
噉	c
其實	d
翻版	n
袋	n
都	d
-	w
翻版	n
袋	n
…	w

噉	c
如果	c
，	w
如果	c
係	v
噉樣	c
嘅話	u
，	w
你	r
即係	c
話	v
要	vu
做	v
一啲	m
嘢	n
去	v
-	w
根本	d
係	v
唔	d
啱	a
	y
嗎	y
。	w
我	r
覺得	v
其實	d
可能	vu
要	vu
翻版	n
CD	xn
對	p
你	r
來	v
講	v
而家	t
係	v
有益	a
，	w
因為	c
你	r
買	v
平	a
嘢	n
，	w
對	p
你	r
-	w
對	p
你	r
來	v
講	v
有	v1
賺	v
，	w
但係	c
倒轉頭	d
，	w
如果	c
俾	v
你	r
係	v
去	v
喺度	p
做	v
嘅	u
，	w
即係	c
譬如	v
你	r
係	v
歌星	n
，	w
假設	v
你	r
係	v
歌星	n
嘅話	u
，	w
你	r
因為	c
啲	q
翻版	n
CD	xn
而	c
令到	v
你	r
賺	v
少	d
好多	m
錢	n
嘅話	u
，	w
噉	c
你	r
會	vu
點	r
諗	v
吖	y
？	w
又	d
會	vu
另	d
一	m
個	q
觀點	n
吖	y
嗎	y
。	w

係	v
，	w
係	v
另	d
一	m
個	q
觀點	n
，	w
但係	c
，	w
噉樣	c
來	v
講	v
呢	y1
，	w
即係	c
佢	r
-	w
佢哋	r
即係	c
有	v1
必要	n
去	v
檢討	v
下	u
佢哋	r
自己	r
，	w
即係	c
唱歌	v
啊	y1
，	w
同埋	c
佢	r
質素	n
啊	y1
，	w
同埋	c
佢哋	r
CD	xn
嘅	u
質素	n
啊	y1
即係	c
。	w
我	r
都	d
會	vu
，	w
我	r
會	vu
買	v
啲	m
正版	n
CD	xn
𡃉	y
。	w
嗰啲	r
就	d
係	v
我	r
真係	d
鍾意	v
，	w
或者	c
啲	q
歌	n
好聽	a
囖	y
。	w
噉	c
究竟	d
值	v
唔	d
值	v
一百	m
蚊	q
一	m
隻	q
CD	xn
呢	y1
，	w
就	d
係	v
即係	c
睇	v
哩啲	r
…	w
大家	r
買	v
CD	xn
嘅	u
人	n
覺得	v
值	v
唔	d
值	v
吖	y
嗎	y
。	w
噉	c
你	r
一	m
啲	m
真係	d
唔	d
值	v
但係	c
有	v1
一	m
兩	m
首	q
歌	n
好聽	a
嘅	u
，	w
但係	c
都	d
係	v
賣	v
一百	m
蚊	q
，	w
噉	c
就	d
-	w
即係	c
好似	v
，	w
哩樣	r
嘢	n
就	d
係	v
好似	v
你	r
話	v
啲	q
年青人	n
要	vu
買	v
一	m
個	q
三千	m
蚊	q
嘅	u
袋	n
，	w
噉	c
你	r
覺得	v
佢哋	r
，	w
誒	e
，	w
哩個	r
風氣	n
唔	d
啱	a
，	w
噉	c
我	r
問	v
返	u
你	r
，	w
如果	c
有	v1
三千	m
蚊	q
一	m
個	q
袋	n
喺	p
舖頭	n
裏面	f
賣	v
，	w
有	v1
二百	m
蚊	q
喺	p
街	n
度	f
賣	v
，	w
噉	c
你	r
覺得	v
買	v
三千	m
蚊	q
一	m
個	q
袋	n
嘅	u
啱	a
，	w
定係	c
買	v
一	m
個	q
二百	m
蚊	q
嘅	u
袋	n
啱	a
？	w
三千	m
蚊	q
你	r
話	v
佢	r
揮霍	v
啊	y1
，	w
亂	a
咁	d
用	v
錢	n
，	w
但	c
買	v
二百	m
蚊	q
你	r
話	v
佢	r
買	v
翻版	n
，	w
即係	c
進退兩難	i
喎	y
！	w
係	v
唔係	v
啊	y
？	w
你	r
一	m
個	q
讀	v
𡁵	u
書	n
個	q
學生	n
。	w

唔好	vu
買	v
嗰啲	r
袋	n
囖	y
，	w
買	v
個	q
冇	v1
牌子	n
囖	y
。	w

係	v
喇	y
，	w
咪	d
唔	d
買	v
囖	y
。	w

唔係	v
，	w
一	m
個	q
人	n
你	r
買	v
…	w

買	v
Bossini	xnz
得	vu
唔	d
得	vu
啊	y
？	w
買	v
Giordano	xnz
得	vu
唔	d
得	vu
啊	y
？	w

即係	c
佢	r
-	w
你	r
買	v
一	m
個	q
袋	n
，	w
即係	c
佢	r
-	w
你	r
鍾意	v
一	m
個	q
袋	n
先	d
會	vu
買	v
一	m
個	q
袋	n
，	w
你	r
三千	m
蚊	q
一	m
個	q
袋	n
有	v1
佢	r
吸引	vn
嘅	u
地方	n
，	w
二百	m
蚊	q
都	d
有	v1
佢	r
吸引	vn
嘅	u
地方	n
，	w
噉	c
你	r
鍾意	v
哩個	r
袋	n
，	w
點解	r
唔	d
買	v
？	w

係	v
吖	y
。	w

如果	c
你	r
覺得	v
嗰個	r
袋	n
，	w
你	r
喺	p
你	r
心目中	n
係	v
值	v
三千	m
蚊	q
，	w
你	r
咪	d
買	v
囖	y
。	w

噉	c
我	r
想	vu
問	v
下	u
你	r
，	w
如果	c
你	r
見	v
到	u
喺	p
舖頭	n
裏面	f
見	v
到	u
一	m
個	q
袋	n
三千	m
蚊	q
，	w
喺	p
街	n
度	f
見	v
到	u
七百	m
蚊	q
，	w
你	r
買	v
邊個	r
啊	y
？	w

噉	c
，	w
睇	v
下	u
個	q
袋	n
吖	y
嗎	y
。	w

噉	c
你	r
嗰	r
隻	q
冒牌	a
	y
嗎	y
。	w

係	v
冒牌	a
𡃉	y
。	w

唔係	v
-	w
唔係	v
正牌	n
吖	y
嗎	y
。	w
噉	c
你	r
-	w
我	r
諗	v
嗰個	r
人	n
鍾意	v
嘅話	u
，	w
同時間	d
佢	r
都	d
應該	vu
唔多唔少	a
，	w
係	v
因為	c
個	q
牌子	n
囖	y
。	w
噉	c
你	r
如果	c
真係	d
好	d
鍾意	v
哩個	r
袋	n
啊	y
，	w

係	v
呃	y
。	w

實	a
會	vu
捨得	v
使	v
錢	n
落去	v
買	v
囖	y
，	w
冇	v1
理由	n
話	v
去	v
買	v
個	q
冒牌	a
嘅	u
，	w
你	r
拎	v
佢	r
出去	v
都	d
唔	d
好	a
喇	y
。	w

係	v
呃	y
，	w
你	r
睇	v
下	u
你	r
究竟	d
嗰個	r
人	n
，	w
即係	c
究竟	d
個	q
袋	n
喺	p
你	r
心目中	n
究竟	d
邊樣	r
高	a
啲	u
喎	y
重要	a
，	w
即係	c
睇	v
下	u
個	q
價值	n
，	w
同埋	c
錢	n
方面	n
，	w
即係	c
加	v
埋	u
落	v
個	q
因素	n
，	w
邊個	r
高	a
啲	u
，	w
咪	d
買	v
邊個	r
囖	y
